date,state,latitude,longitude,temp_max,temp_min,temp_mean,temp_max_source,temp_min_source,temp_mean_source,precipitation,humidity,solar_radiation,data_source,temp_range,gdd,precipitation_7d_sum,heat_stress_days,et_proxy,water_availability_index,year,month,state_normalized,yield_proxy,temp_mean_main,precipitation_main,solar_radiation_main,soil_ph,Fpar,NDVI,Lai
2015-12-14,Chandigarh,29.05,76.08,21.83,5.67,,nasa_power,nasa_power,nasa_power,,24.64,11.76,nasa_power,16.159999999999997,,0.0,0,0.1176,,2015,12,Chandigarh,,,,,,,,
2015-12-15,Chandigarh,29.05,76.08,23.39,4.81,,nasa_power,nasa_power,nasa_power,,20.9,13.07,nasa_power,18.58,,0.0,0,0.1307,,2015,12,Chandigarh,,,,,,,,
2015-12-16,Chandigarh,29.05,76.08,24.28,8.76,,nasa_power,nasa_power,nasa_power,,17.45,12.52,nasa_power,15.52,,0.0,0,0.1252,,2015,12,Chandigarh,,,,,,,,
2015-12-17,Chandigarh,29.05,76.08,22.48,6.63,,nasa_power,nasa_power,nasa_power,,20.39,9.87,nasa_power,15.85,,0.0,0,0.0987,,2015,12,Chandigarh,,,,,,,,
2015-12-18,Chandigarh,29.05,76.08,21.93,5.19,,nasa_power,nasa_power,nasa_power,,22.83,12.61,nasa_power,16.74,,0.0,0,0.1261,,2015,12,Chandigarh,,,,,,,,
2015-12-19,Chandigarh,29.05,76.08,22.91,4.76,,nasa_power,nasa_power,nasa_power,,21.02,13.39,nasa_power,18.15,,0.0,0,0.1339,,2015,12,Chandigarh,,,,,,,,
2015-12-20,Chandigarh,29.05,76.08,22.09,8.27,,nasa_power,nasa_power,nasa_power,,19.99,11.86,nasa_power,13.82,,0.0,0,0.1186,,2015,12,Chandigarh,,,,,,,,
2015-12-21,Chandigarh,29.05,76.08,21.45,5.89,,nasa_power,nasa_power,nasa_power,,24.2,12.56,nasa_power,15.56,,0.0,0,0.1256,,2015,12,Chandigarh,,,,,,,,
2015-12-22,Chandigarh,29.05,76.08,20.36,8.07,,nasa_power,nasa_power,nasa_power,,24.74,9.75,nasa_power,12.29,,0.0,0,0.0975,,2015,12,Chandigarh,,,,,,,,
2015-12-23,Chandigarh,29.05,76.08,20.07,7.55,,nasa_power,nasa_power,nasa_power,,25.58,9.63,nasa_power,12.52,,0.0,0,0.0963,,2015,12,Chandigarh,,,,,,,,
2015-12-24,Chandigarh,29.05,76.08,20.12,6.8,,nasa_power,nasa_power,nasa_power,,29.54,12.52,nasa_power,13.32,,0.0,0,0.1252,,2015,12,Chandigarh,,,,,,,,
2015-12-25,Chandigarh,29.05,76.08,20.7,2.83,,nasa_power,nasa_power,nasa_power,,22.41,13.15,nasa_power,17.869999999999997,,0.0,0,0.1315,,2015,12,Chandigarh,,,,,,,,
2015-12-26,Chandigarh,29.05,76.08,24.68,5.5,,nasa_power,nasa_power,nasa_power,,16.65,12.84,nasa_power,19.18,,0.0,0,0.1284,,2015,12,Chandigarh,,,,,,,,
2015-12-27,Chandigarh,29.05,76.08,24.16,9.51,,nasa_power,nasa_power,nasa_power,,20.58,11.97,nasa_power,14.65,,0.0,0,0.1197,,2015,12,Chandigarh,,,,,,,,
2015-12-28,Chandigarh,29.05,76.08,25.32,10.64,,nasa_power,nasa_power,nasa_power,,32.99,11.67,nasa_power,14.68,,0.0,0,0.1167,,2015,12,Chandigarh,,,,,,,,
2015-12-29,Chandigarh,29.05,76.08,26.58,11.15,,nasa_power,nasa_power,nasa_power,,32.42,13.53,nasa_power,15.429999999999998,,0.0,0,0.1353,,2015,12,Chandigarh,,,,,,,,
2015-12-30,Chandigarh,29.05,76.08,25.79,10.09,,nasa_power,nasa_power,nasa_power,,23.4,13.4,nasa_power,15.7,,0.0,0,0.134,,2015,12,Chandigarh,,,,,,,,
2015-12-31,Chandigarh,29.05,76.08,25.12,7.74,,nasa_power,nasa_power,nasa_power,,27.11,13.62,nasa_power,17.380000000000003,,0.0,0,0.1362,,2015,12,Chandigarh,,,,,,,,
2016-01-01,Chandigarh,29.05,76.08,25.26,9.26,,nasa_power,nasa_power,nasa_power,,21.13,13.49,nasa_power,16.0,,0.0,0,0.1349,,2016,1,Chandigarh,,,,,,,,
2016-01-02,Chandigarh,29.05,76.08,23.5,10.97,,nasa_power,nasa_power,nasa_power,,19.34,12.48,nasa_power,12.53,,0.0,0,0.1248,,2016,1,Chandigarh,,,,,,,,
2016-01-03,Chandigarh,29.05,76.08,25.3,7.98,,nasa_power,nasa_power,nasa_power,,19.86,11.59,nasa_power,17.32,,0.0,0,0.1159,,2016,1,Chandigarh,,,,,,,,
2016-01-04,Chandigarh,29.05,76.08,25.09,12.69,,nasa_power,nasa_power,nasa_power,,24.79,9.91,nasa_power,12.4,,0.0,0,0.0991,,2016,1,Chandigarh,,,,,,,,
2016-01-05,Chandigarh,29.05,76.08,26.55,10.87,,nasa_power,nasa_power,nasa_power,,29.64,10.93,nasa_power,15.68,,0.0,0,0.1093,,2016,1,Chandigarh,,,,,,,,
2016-01-06,Chandigarh,29.05,76.08,25.26,11.09,,nasa_power,nasa_power,nasa_power,,36.7,8.76,nasa_power,14.170000000000002,,0.0,0,0.0876,,2016,1,Chandigarh,,,,,,,,
2016-01-07,Chandigarh,29.05,76.08,25.5,12.23,,nasa_power,nasa_power,nasa_power,,37.72,8.39,nasa_power,13.27,,0.0,0,0.0839,,2016,1,Chandigarh,,,,,,,,
